Age,Income,Outage_sec_perweek,Gender_Male,Gender_Nonbinary,Area_Suburban,Area_Urban,InternetService_Fiber Optic,InternetService_None,Phone_Yes,OnlineSecurity_Yes,DeviceProtection_Yes,StreamingMovies_Yes,OnlineBackup_Yes,Churn
72,17354.74,9.987515,0,0,0,1,1,0,1,1,1,0,0,0
19,63080.18,12.53304,0,0,0,1,1,0,1,0,0,0,1,0
18,26959.95,16.02815,0,1,1,0,0,1,1,0,0,0,1,0
38,12723.64,9.613071,1,0,1,0,1,0,1,0,1,0,0,0
24,67649.91,8.818908,0,0,0,1,1,0,1,1,0,0,0,0
30,53901.68,10.40897,1,0,0,0,1,0,1,0,0,0,0,0
20,21224.38,10.77302,0,0,0,0,1,0,1,1,0,1,0,0
87,14634.81,12.95729,0,0,0,1,1,0,1,0,0,1,0,0
38,63669.74,7.691997,0,0,0,1,0,1,1,0,1,0,1,0
42,67040.96,7.530198,1,0,0,1,1,0,1,0,1,1,0,0
51,44847.15,13.7101,1,0,1,0,0,1,1,0,1,1,1,0
89,93474.78,10.06,0,0,0,1,0,1,1,0,1,1,0,0
58,67637.17,6.605824,1,0,0,0,0,0,1,1,1,1,0,0
60,41190.38,12.75193,0,0,0,0,1,0,1,1,1,0,1,0
61,73700.77,15.02435,1,0,1,0,0,1,0,1,1,1,0,0
48,52772.29,7.669681,0,0,0,1,0,0,1,0,0,1,1,1
86,57801.81,10.39446,1,0,1,0,0,1,1,0,1,1,0,0
82,23942.2,6.48996,0,0,0,1,0,1,1,0,0,0,1,0
42,23101.59,3.081914,1,0,1,0,1,0,1,0,1,1,1,0
53,15397.08,9.942912,0,0,0,1,0,1,1,1,0,0,0,0
35,63016.28,10.76049,0,0,0,1,0,1,1,1,0,1,1,0
53,15125.59,9.129946,1,0,0,0,0,0,1,0,1,1,1,0
73,37027.19,7.133502,1,0,0,1,0,1,1,1,0,0,1,0
49,10317.99,14.34662,0,0,1,0,0,0,1,0,1,1,0,0
70,117890.3,12.50156,0,0,0,0,0,1,1,0,1,0,1,0
55,41526.48,10.6861,0,0,1,0,1,0,0,0,0,0,0,0
85,63887.79,13.09197,0,0,0,1,0,0,1,0,0,1,1,0
30,76930.11,13.04428,0,0,0,1,0,0,1,0,1,1,1,0
83,21299.93,11.71373,1,0,1,0,1,0,1,0,1,0,1,0
69,49613.0,7.862148,1,0,1,0,0,0,0,0,0,1,1,0
32,68056.48,13.57908,1,0,0,1,1,0,1,0,1,0,1,0
31,117418.8,7.16386,0,0,0,1,0,1,1,1,1,0,0,0
48,2353.79,7.814343,0,0,0,1,0,1,1,0,0,1,1,0
32,57567.11,10.20182,0,0,0,0,1,0,1,0,0,1,1,0
81,28877.8,8.202221,1,0,0,1,0,0,1,1,1,1,1,1
27,60053.46,6.620739,1,0,0,1,1,0,1,1,1,1,0,0
62,51231.14,11.73621,0,0,1,0,0,1,1,1,0,0,0,0
69,10155.82,6.419792,0,0,0,0,1,0,1,0,0,0,0,0
34,41081.57,9.776467,0,0,1,0,0,0,1,0,1,1,0,1
87,30081.47,11.67478,1,0,0,1,0,1,1,0,0,1,0,0
24,30174.37,13.25453,1,0,0,0,1,0,1,0,1,0,1,0
21,18978.48,9.410557,1,0,0,1,1,0,1,1,0,1,0,0
67,81716.87,9.837735,0,1,0,0,0,1,1,0,1,1,0,1
29,12717.4,7.97879,1,0,0,1,0,0,1,0,0,1,0,0
18,12269.77,6.464118,0,0,0,1,1,0,1,1,1,1,0,1
46,25861.04,9.937,1,0,0,0,1,0,1,0,1,0,0,0
59,84770.13,9.69156,0,0,1,0,1,0,1,1,0,0,0,0
88,55089.98,5.172359,1,0,1,0,1,0,1,0,1,0,0,0
89,47598.12,11.24961,0,0,1,0,0,1,1,1,1,1,1,1
68,29048.41,4.429676,1,0,0,1,1,0,1,0,0,1,0,0
36,34090.55,9.479182,0,0,1,0,1,0,1,0,0,0,0,0
18,54102.22,6.897465,0,1,1,0,0,0,1,0,0,0,0,0
30,49645.28,7.969166,0,0,0,0,0,1,1,0,1,0,1,0
23,24588.75,9.042231,0,0,0,0,1,0,1,1,0,0,0,0
55,137687.4,19.20969,1,0,0,0,1,0,0,0,1,1,1,1
29,57981.64,7.784294,1,0,0,0,0,1,1,1,0,1,1,0
83,14545.96,8.644559,1,0,0,0,0,1,1,1,0,0,0,0
44,49320.63,6.840473,1,0,1,0,0,0,1,1,0,1,0,0
77,15843.72,8.773524,1,0,0,1,1,0,1,1,0,0,0,0
31,48781.9,8.01476,0,0,0,1,1,0,1,0,1,1,1,0
52,36472.39,8.702949,1,0,1,0,0,1,1,0,1,1,0,0
36,15551.28,6.838102,1,0,1,0,1,0,1,0,0,0,1,0
63,34580.07,14.8692,0,0,0,1,0,0,1,0,0,1,0,0
30,17259.33,11.84765,1,0,0,1,0,1,1,0,1,0,0,0
66,23005.6,12.13544,1,0,0,1,0,0,1,0,0,1,1,0
24,43301.18,11.05814,1,0,0,1,0,0,1,0,1,0,0,0
76,59188.01,9.99135,0,0,0,1,0,1,1,1,1,0,0,0
69,46923.98,10.66439,0,0,1,0,1,0,1,0,0,1,0,0
59,11981.42,9.015171,0,0,0,0,0,1,1,0,1,0,1,0
83,94513.15,8.661484,0,0,0,1,0,0,1,0,0,1,0,0
82,40248.27,10.30981,0,0,0,1,1,0,1,0,0,0,1,0
37,19268.4,9.058919,0,0,0,0,0,0,1,1,0,1,0,0
64,38488.68,12.47355,1,0,0,1,1,0,1,0,0,1,0,0
28,12785.8,8.489319,0,0,0,0,1,0,1,1,0,0,0,0
23,140030.5,7.043751,1,0,0,0,1,0,1,1,1,1,0,0
43,86197.3,8.801901,0,0,0,1,0,0,1,1,0,1,0,0
29,38670.96,8.293108,0,0,0,1,1,0,0,0,1,0,1,0
58,19598.28,12.67262,1,0,0,1,0,1,1,1,0,0,1,0
46,10040.11,11.87571,0,0,1,0,1,0,1,0,1,0,1,0
89,28248.49,12.71852,1,0,0,0,0,1,1,0,1,0,0,0
76,78242.15,13.85124,1,0,0,0,0,0,1,0,1,0,0,0
82,33144.92,11.41366,1,0,0,0,1,0,1,0,1,1,0,0
74,13596.02,15.30646,0,0,0,0,0,0,1,0,1,1,0,0
83,33855.49,14.2471,1,0,0,1,1,0,1,1,1,0,1,0
38,9800.21,8.262437,0,0,0,0,0,0,1,0,0,0,0,0
69,50817.75,11.02449,0,0,1,0,0,1,1,1,0,0,1,0
76,27917.73,10.5117,0,0,1,0,1,0,1,0,1,0,0,0
71,31172.22,11.31757,0,0,0,0,1,0,1,1,0,1,0,0
32,19761.06,8.625483,0,0,1,0,1,0,0,1,1,1,1,0
66,107207.5,12.18807,1,0,1,0,0,1,0,0,1,1,0,0
82,16776.51,10.40646,1,0,1,0,0,1,1,0,0,1,0,0
43,25113.66,13.76494,0,0,1,0,0,0,1,0,1,0,1,0
45,17231.33,8.967487,1,0,0,1,1,0,1,0,0,0,1,0
74,68152.47,10.4889,0,0,0,1,0,1,1,0,1,1,0,0
41,38482.34,4.315261,1,0,0,1,0,0,1,0,1,0,0,0
21,41556.64,9.351682,1,0,1,0,1,0,1,0,0,0,1,0
68,92083.74,9.295219,0,0,0,0,1,0,1,0,0,1,1,0
27,20750.19,8.547312,1,0,0,1,1,0,1,0,0,1,0,0
60,84440.47,10.79467,0,0,1,0,0,0,1,1,0,0,1,0
53,16316.98,11.15522,0,0,1,0,0,0,1,0,0,1,1,1
55,6528.84,7.501988,1,0,0,0,1,0,1,0,0,0,1,0
51,59570.42,10.09755,0,0,0,0,1,0,1,0,1,1,1,0
61,26364.52,4.838589,0,0,0,1,0,0,1,1,0,1,1,0
53,36126.72,12.73968,0,0,0,1,0,1,1,1,0,0,0,0
51,95509.68,6.652008,0,0,0,1,0,0,1,0,0,0,0,0
37,67068.72,11.52123,0,0,0,0,0,1,0,0,0,1,0,0
63,77486.12,11.76289,1,0,0,1,0,1,1,0,1,1,0,0
44,32495.96,12.69031,0,0,1,0,0,0,1,1,1,0,0,0
63,79243.91,13.72414,1,0,0,1,1,0,1,0,1,0,1,0
54,9384.69,12.75083,1,0,1,0,0,0,1,0,0,1,1,1
76,45316.27,11.80588,1,0,1,0,0,0,1,1,0,1,1,0
64,41097.52,12.91854,1,0,0,0,1,0,1,0,1,1,0,0
70,12458.49,16.19881,1,0,0,1,0,0,1,1,1,1,0,0
41,37875.94,10.64504,0,0,0,1,0,1,1,0,0,1,0,0
58,4660.45,7.757951,1,0,0,0,1,0,1,1,1,1,0,0
55,11628.95,9.225774,0,0,0,1,0,0,1,0,0,0,0,0
31,9193.97,14.61358,0,0,1,0,1,0,1,0,0,0,0,0
44,17438.83,5.597195,0,0,1,0,0,1,1,0,0,1,0,0
78,160216.1,9.550874,0,0,1,0,1,0,1,1,0,1,0,0
86,25972.02,10.1937,1,0,1,0,1,0,1,1,0,0,1,0
50,7977.67,12.63277,1,0,0,1,0,1,1,0,0,1,0,0
88,11116.97,11.06487,1,0,0,1,0,1,1,0,1,0,1,0
53,11738.87,13.82399,0,0,0,0,0,0,0,0,0,1,0,0
67,27422.23,10.46708,1,0,1,0,1,0,0,1,0,0,0,0
67,31959.4,11.8759,1,0,0,0,1,0,1,0,0,1,0,0
26,11659.0,11.6119,0,0,0,0,0,0,1,0,0,0,0,0
80,67034.95,8.593063,0,0,0,0,1,0,1,1,0,1,1,0
58,16271.47,8.690721,0,0,1,0,1,0,1,0,0,0,0,0
29,95064.28,9.867609,1,0,0,1,0,0,1,1,0,1,1,1
19,16283.13,8.037899,0,0,1,0,0,0,1,0,1,0,1,0
34,48598.8,8.263521,1,0,0,0,0,1,1,0,1,1,1,0
81,81288.92,8.050811,0,0,0,0,1,0,0,0,0,1,0,0
65,119017.8,5.256307,0,0,0,1,0,0,1,0,0,1,0,0
73,15679.34,8.840278,1,0,1,0,0,0,1,0,0,1,0,1
75,39403.71,8.594974,1,0,1,0,1,0,1,1,1,1,0,0
67,9724.88,13.38666,1,0,0,1,0,0,1,0,1,0,0,1
29,36088.07,8.729941,1,0,0,0,0,1,1,1,1,0,0,0
56,53714.51,8.396286,0,0,1,0,1,0,1,0,0,1,1,0
73,60461.6,10.88242,0,0,0,1,0,1,1,0,1,0,0,0
46,6047.31,5.920795,1,0,0,1,1,0,1,1,0,1,1,0
38,21939.65,12.72643,0,0,1,0,0,1,1,0,0,1,1,0
77,18143.49,8.67513,1,0,1,0,1,0,1,0,0,1,0,0
23,34414.35,13.96183,1,0,1,0,0,0,1,0,0,0,1,0
79,82450.93,17.44896,0,0,0,0,1,0,1,0,1,0,1,0
68,14475.95,15.76032,1,0,1,0,0,1,1,0,1,0,1,0
41,46184.74,15.47722,0,0,1,0,1,0,1,1,0,0,0,0
43,48836.24,14.15469,1,0,0,0,1,0,1,0,0,1,0,0
66,19200.57,8.027062,0,0,0,1,0,0,1,0,0,0,0,0
28,96575.06,7.469608,1,0,0,1,0,1,1,1,0,1,0,0
23,62886.29,6.87197,1,0,0,1,1,0,1,1,0,1,0,0
32,14842.19,10.78213,0,0,1,0,0,1,1,1,0,1,1,0
46,34315.35,13.07377,0,0,0,1,0,0,1,0,1,0,1,0
87,80447.93,10.38714,1,0,0,1,1,0,0,0,1,0,0,0
67,17871.59,11.44228,1,0,1,0,0,0,1,0,1,1,0,0
24,21409.9,7.793657,0,0,0,0,1,0,0,0,1,1,0,0
33,42921.65,10.46363,1,0,1,0,1,0,1,0,1,1,0,0
79,40909.6,13.03666,0,0,1,0,0,0,1,1,0,0,1,0
63,53755.23,12.0758,1,0,0,0,0,0,1,1,1,0,0,0
73,71134.21,9.067273,1,0,1,0,1,0,1,0,1,0,0,0
21,12829.0,10.82034,1,0,0,0,1,0,1,0,0,1,0,0
43,38819.31,11.6564,0,0,1,0,1,0,1,0,1,0,0,0
44,22428.29,7.926134,1,0,0,0,0,0,1,0,0,1,1,0
48,15189.38,9.340315,1,0,0,1,1,0,1,0,0,0,1,0
42,142119.3,10.64974,1,0,1,0,1,0,1,0,0,0,0,0
31,32306.62,11.34692,1,0,0,1,1,0,1,0,0,0,1,0
21,20838.47,13.30768,1,0,0,0,0,1,1,1,1,1,0,0
56,71507.95,9.477588,0,0,1,0,1,0,1,0,0,0,1,0
68,31935.71,8.847661,1,0,0,1,1,0,1,0,0,0,1,0
20,43073.14,7.045836,1,0,0,1,0,1,1,1,1,0,0,0
19,27756.42,9.965984,0,0,0,1,1,0,1,0,0,0,0,0
27,73006.35,3.916862,1,0,0,1,0,1,1,0,1,0,1,0
53,12457.84,17.14776,0,0,0,1,0,1,1,1,1,1,0,0
58,24495.84,8.867727,1,0,0,0,1,0,0,0,0,1,1,0
58,62969.23,5.74758,0,0,0,0,0,1,1,1,0,1,0,0
21,79611.89,12.68993,1,0,0,0,0,0,1,0,1,1,0,0
87,65916.74,6.818286,1,0,0,1,0,0,1,0,1,0,0,0
33,33253.04,10.21912,1,0,0,0,0,0,1,1,1,0,0,0
27,66840.39,11.76937,1,0,0,1,0,0,1,1,1,0,1,0
18,69035.22,6.432641,1,0,1,0,0,1,1,0,0,0,0,0
30,36496.0,12.59274,0,0,1,0,1,0,1,0,0,0,0,0
80,36648.54,15.22905,0,0,1,0,1,0,1,0,1,1,1,0
49,46876.55,10.56812,0,0,0,0,0,0,1,0,1,0,0,0
76,28372.0,7.005782,1,0,1,0,1,0,0,0,1,0,1,0
47,51223.48,11.63648,1,0,0,1,0,0,1,0,0,1,0,0
31,48175.44,8.049492,1,0,0,0,0,1,1,0,1,0,1,0
62,47939.14,8.316257,1,0,1,0,1,0,1,0,1,1,0,0
59,42809.29,11.07912,0,0,0,0,0,0,1,0,1,1,0,0
62,13891.84,13.87881,0,0,0,0,1,0,1,0,0,0,0,0
35,25648.63,11.36686,0,0,0,0,1,0,0,0,0,0,1,0
89,11989.27,12.01067,0,0,0,1,0,0,1,0,1,0,0,0
28,7215.61,13.68359,0,0,0,1,0,0,1,0,1,1,0,0
25,23873.96,5.19746,0,0,0,0,0,1,1,0,1,0,1,0
23,58670.53,14.73392,1,0,0,0,0,0,1,1,0,0,1,0
19,86234.35,9.911478,0,0,0,0,1,0,1,1,1,1,0,0
31,16226.86,6.853036,1,0,1,0,1,0,1,1,0,1,0,0
33,94338.5,8.200976,1,0,0,1,0,1,1,0,0,0,0,0
62,17059.86,10.60332,0,0,0,1,1,0,1,1,1,0,1,0
55,51059.78,9.143203,1,0,0,1,1,0,1,0,0,0,0,0
29,20516.44,11.78286,1,0,1,0,0,0,1,0,0,1,0,0
87,62916.19,12.29903,0,0,0,1,0,0,1,1,1,0,0,0
62,52994.02,5.186747,0,0,0,0,1,0,1,0,1,0,1,0
28,27202.17,7.441818,0,0,0,1,1,0,1,1,0,0,1,0
75,9875.52,11.23249,1,0,1,0,1,0,1,0,0,1,0,0
60,21294.13,8.357857,1,0,0,1,1,0,1,1,1,0,0,0
60,25331.57,11.40933,0,0,0,0,1,0,0,1,0,1,1,0
32,26896.04,8.096864,0,0,0,1,1,0,1,0,0,0,0,0
43,22246.04,7.605829,0,1,0,0,0,1,0,0,0,0,1,0
46,42275.48,9.203141,1,0,0,0,1,0,1,0,0,1,0,0
83,38830.69,8.490236,0,0,1,0,1,0,1,1,0,1,0,0
38,22649.13,12.02212,1,0,1,0,0,0,1,1,1,0,1,0
20,97729.46,14.77266,0,0,0,1,0,0,1,0,1,0,0,0
33,10260.04,9.419488,1,0,0,0,1,0,0,1,1,1,0,0
89,4492.36,8.853702,1,0,0,0,1,0,1,0,1,1,0,0
76,43741.92,11.68828,1,0,1,0,1,0,1,0,1,0,1,0
33,3966.98,10.21363,0,0,1,0,1,0,1,1,0,1,1,0
34,61023.12,7.279855,0,0,0,0,1,0,1,1,0,1,1,0
67,27822.24,10.0308,0,0,1,0,0,1,0,0,1,0,1,0
18,21051.88,8.387156,1,0,0,1,1,0,1,0,1,0,0,0
32,19379.79,13.84152,0,0,1,0,1,0,1,0,0,1,0,0
64,14644.85,9.882078,1,0,1,0,0,0,1,1,0,1,0,0
74,21808.42,15.25952,1,0,0,0,0,0,1,1,1,0,0,0
48,63248.45,10.04811,1,0,0,1,0,0,1,1,1,0,1,0
31,14829.89,14.68473,1,0,0,0,0,1,1,1,0,0,0,0
54,92291.31,10.77214,1,0,1,0,0,0,1,1,1,0,0,0
69,30272.58,15.736,1,0,0,1,1,0,1,0,1,1,0,0
58,49823.86,9.34555,0,0,1,0,1,0,1,1,1,0,1,0
64,33985.54,17.81793,1,0,1,0,1,0,1,0,1,1,0,0
18,72397.73,12.39937,0,0,1,0,0,0,1,0,0,0,1,0
89,7014.13,8.713419,1,0,0,1,1,0,1,1,0,1,1,1
19,16897.23,7.991076,1,0,1,0,0,0,1,0,1,0,1,0
40,56159.24,13.19852,1,0,0,0,0,0,1,0,0,1,1,0
47,50395.77,11.41706,1,0,0,0,0,0,1,0,0,0,0,0
34,45021.58,9.031147,0,0,1,0,0,0,1,0,1,0,1,0
34,48804.01,9.649844,1,0,1,0,0,0,1,1,0,1,0,0
30,81148.39,5.163759,1,0,1,0,0,1,1,0,0,1,1,0
78,4115.32,11.45201,0,0,0,0,1,0,1,0,0,1,1,0
54,59248.25,7.991317,0,0,0,0,0,0,1,1,1,0,1,0
42,83543.98,13.06108,1,0,1,0,0,0,1,0,1,0,0,0
48,28836.94,5.251395,1,0,1,0,1,0,1,0,0,1,1,0
68,7228.19,12.89005,0,0,1,0,1,0,1,0,1,0,1,0
34,52251.85,15.1921,0,0,0,0,0,0,1,0,0,1,1,0
88,22324.49,9.576327,1,0,1,0,1,0,1,1,1,1,1,0
28,35299.63,6.213067,0,0,1,0,0,0,1,0,1,1,0,0
28,158549.3,11.11995,0,0,0,0,0,1,0,1,1,1,1,0
28,15535.84,13.16727,1,0,0,0,1,0,1,0,0,1,1,0
23,66034.48,10.30581,0,0,1,0,0,0,1,1,1,0,1,0
77,24997.36,7.471035,1,0,1,0,0,1,1,0,0,0,0,0
23,49372.8,7.789435,0,0,1,0,0,0,1,0,0,1,0,0
56,13031.07,14.67012,0,0,1,0,1,0,1,1,1,0,1,0
82,83813.21,13.33731,1,0,0,1,1,0,1,0,1,0,0,0
81,19645.07,10.94239,1,0,1,0,0,1,1,0,0,0,0,0
44,79942.93,14.69877,1,0,0,1,0,0,1,1,0,0,0,0
21,80492.82,12.64209,1,0,1,0,0,1,1,1,0,1,0,0
74,125568.9,14.07128,0,0,0,1,0,1,1,1,1,1,0,0
85,23206.42,9.224662,1,0,0,0,0,0,1,1,1,1,0,0
61,50335.34,13.21238,1,0,0,0,0,0,1,0,1,1,0,0
39,69555.01,3.093001,0,0,1,0,0,0,1,1,0,0,0,0
32,39798.55,8.226943,0,0,0,1,1,0,1,1,1,1,1,0
56,11345.68,9.360835,1,0,0,0,0,0,1,0,0,0,0,0
59,19224.86,13.26643,0,0,0,1,0,0,1,1,0,0,0,0
80,14174.86,10.61778,0,0,0,0,0,0,1,1,0,1,1,0
68,72757.38,12.09291,0,0,0,1,1,0,1,0,0,1,1,0
48,25866.34,9.993283,1,0,0,1,1,0,1,0,1,1,1,0
55,77381.71,11.57025,1,0,0,1,0,1,1,1,1,0,0,0
38,65841.5,14.81549,0,0,0,0,0,0,1,0,0,0,0,0
86,128998.6,11.69295,0,0,0,1,1,0,1,1,0,1,0,0
69,256998.4,10.75625,0,0,1,0,1,0,1,1,1,0,1,0
31,42412.99,12.89898,0,0,1,0,0,1,1,0,0,1,0,0
24,147889.4,8.179697,0,0,0,1,0,1,0,0,1,0,0,0
77,41646.4,5.185535,1,0,0,0,0,0,0,1,0,0,1,0
70,67156.12,10.00295,1,0,0,0,1,0,1,0,1,1,0,0
32,125034.1,8.74571,1,0,0,0,1,0,1,0,0,1,1,0
36,23826.48,12.46976,0,0,0,1,1,0,1,0,0,1,0,0
46,56537.74,10.71363,1,0,0,1,1,0,1,0,0,1,0,0
53,24311.42,9.713643,0,0,1,0,1,0,1,1,1,1,1,0
88,33217.6,10.0409,0,0,0,0,1,0,1,1,1,0,0,0
46,32703.9,4.757756,0,0,0,1,1,0,1,0,0,0,1,0
77,30154.63,8.981113,1,0,0,0,0,0,1,0,0,1,1,0
54,34134.21,8.947114,1,0,0,1,1,0,1,0,1,1,1,0
85,61525.98,8.429623,0,0,0,0,0,1,1,0,0,1,1,0
44,83675.85,5.113906,0,0,0,0,1,0,1,0,1,1,1,0
19,48292.64,9.7879,1,0,0,1,0,1,1,0,1,1,0,0
70,13233.7,10.49575,0,0,0,1,0,0,1,0,0,1,0,0
65,55820.82,10.88233,1,0,1,0,1,0,1,0,0,0,1,0
65,62475.24,12.1649,0,1,0,1,0,0,1,1,0,0,0,0
48,27065.58,9.166549,0,0,0,1,1,0,1,0,0,1,0,0
82,31023.93,7.945183,1,0,0,1,0,0,1,0,0,1,1,0
30,57145.52,10.27395,0,0,0,1,0,0,1,0,1,0,1,0
53,22280.3,8.869603,0,0,0,1,0,0,1,1,0,1,1,0
82,26417.57,8.394378,1,0,0,0,1,0,1,0,0,0,1,0
18,42841.97,8.682296,1,0,1,0,0,1,1,0,0,1,0,0
80,22720.66,16.40248,0,0,0,1,1,0,1,1,0,0,1,0
24,87926.43,4.224255,1,0,0,0,0,1,1,0,0,0,1,0
53,90748.01,12.60495,1,0,0,0,0,0,1,0,1,0,0,0
88,41902.08,13.05523,1,0,0,0,0,1,1,0,0,0,1,0
52,71957.41,9.515041,0,0,1,0,1,0,1,1,0,0,1,0
75,32340.98,9.804896,0,0,0,1,1,0,1,0,0,0,1,0
37,11793.4,13.45927,0,0,0,1,0,0,1,1,1,0,0,0
30,78411.45,14.06274,0,0,0,0,0,0,0,0,1,0,0,0
60,18612.45,9.096632,0,0,0,0,0,1,1,0,1,0,0,0
81,61042.75,12.95862,0,0,0,1,0,0,1,0,0,1,0,0
78,33653.9,8.761838,0,0,0,0,1,0,1,0,0,1,0,0
63,85694.68,11.90177,0,0,1,0,0,0,1,1,1,0,1,0
74,30439.25,10.41218,1,0,0,0,0,0,1,0,1,0,0,0
52,5663.69,12.75335,1,0,0,0,1,0,1,1,1,0,1,0
26,30136.17,11.52287,0,0,0,0,1,0,1,0,0,1,0,0
66,98836.2,9.443369,0,0,1,0,1,0,1,0,1,1,0,0
74,11369.93,10.77736,0,0,1,0,0,1,1,0,0,1,1,0
47,35476.64,7.915823,0,0,0,0,1,0,1,0,1,0,0,0
83,50518.01,11.20001,0,0,0,1,0,1,1,1,1,0,0,0
50,36068.74,5.547142,1,0,0,1,0,0,1,0,0,0,1,0
82,87407.6,9.934332,0,0,0,1,1,0,1,0,1,1,0,0
75,31185.66,7.257865,1,0,1,0,0,0,1,1,1,0,1,0
54,75034.41,11.03721,0,0,0,1,0,1,1,1,0,0,1,0
33,13633.24,12.32894,0,0,0,1,0,0,1,0,0,0,0,0
89,25484.55,9.148549,1,0,0,1,1,0,1,1,0,1,0,0
49,49708.08,8.239255,0,0,0,0,0,1,1,1,1,1,0,0
70,29843.26,10.29679,1,0,0,0,0,0,0,1,0,0,0,0
73,55112.16,9.915906,0,0,0,0,0,1,1,1,0,1,1,0
35,163082.1,11.19586,0,0,0,1,1,0,1,0,0,1,1,0
47,33241.87,6.093676,0,0,1,0,0,0,1,0,0,1,0,0
24,50542.54,9.632954,1,0,0,0,1,0,1,0,0,0,0,0
65,31205.95,9.690982,0,0,0,1,1,0,1,0,1,0,0,0
48,45157.11,15.29137,0,0,0,1,1,0,0,0,0,1,1,1
63,32525.69,3.712647,1,0,1,0,1,0,1,0,1,1,1,1
25,48299.76,3.85093,0,0,0,1,1,0,1,0,0,1,1,0
37,7312.21,13.10561,1,0,1,0,0,1,1,0,1,1,0,0
49,63536.48,5.825619,0,0,0,0,0,0,1,0,1,0,0,0
88,72518.47,15.37298,0,0,1,0,0,1,1,0,0,1,0,0
42,15550.44,11.06803,0,0,0,0,0,1,1,0,1,0,0,0
32,41512.12,12.47085,0,0,1,0,1,0,0,0,0,0,1,0
35,16490.9,11.19187,0,0,0,1,0,0,1,1,0,1,1,0
64,19398.68,9.060299,1,0,0,0,0,1,1,0,0,1,0,0
26,13391.68,6.367803,1,0,0,0,1,0,1,0,1,1,1,1
67,80593.06,10.53982,1,0,0,0,0,1,1,1,1,0,1,0
68,173978.0,10.32772,1,0,0,1,0,0,1,0,1,1,1,1
63,14944.48,11.63792,0,0,1,0,1,0,1,0,0,1,1,0
20,50416.27,13.60982,1,0,0,1,0,1,1,0,0,0,1,0
20,20825.08,12.2879,0,1,0,0,0,0,1,0,0,1,0,0
21,49241.33,10.30157,1,0,1,0,0,0,1,0,1,1,0,0
75,18517.07,8.639223,0,0,1,0,0,0,1,0,0,1,1,0
45,35183.0,15.54947,1,0,0,1,1,0,1,0,1,0,1,0
84,53087.64,8.965315,0,0,0,1,0,0,1,1,1,0,0,0
53,18544.26,10.12368,1,0,1,0,0,0,1,1,1,1,0,0
81,16886.52,5.876435,0,0,0,1,1,0,1,0,0,1,1,0
47,95706.49,10.76147,1,0,0,0,0,0,1,1,1,1,0,0
77,34842.53,10.50809,1,0,0,0,1,0,1,0,0,0,1,0
82,23936.18,7.234753,1,0,0,0,0,0,1,0,0,1,1,0
42,9922.11,6.824295,1,0,0,1,1,0,1,0,0,0,1,0
69,40374.09,7.627938,1,0,0,1,1,0,1,1,0,1,0,0
47,73916.66,10.48089,0,0,1,0,1,0,1,0,1,0,1,0
24,9397.93,12.5176,1,0,0,0,0,0,1,0,1,0,1,0
50,45417.79,10.24503,0,0,0,0,1,0,1,0,0,1,0,0
60,12534.97,9.515782,0,0,0,1,1,0,0,1,1,1,1,0
46,48719.4,11.49116,0,0,0,1,0,1,1,1,0,1,0,0
80,20539.22,13.29687,1,0,0,1,1,0,1,0,1,1,0,0
74,47565.54,9.966367,0,0,0,0,0,0,1,0,0,0,1,0
22,12778.82,17.13733,1,0,0,1,1,0,1,1,0,0,1,0
51,17235.21,7.865494,1,0,0,0,1,0,1,1,0,0,1,0
57,50946.72,8.780929,0,0,1,0,0,0,1,1,1,1,0,1
39,84293.71,7.532241,0,0,0,0,0,1,0,0,1,1,1,0
76,51864.36,14.32642,0,0,0,0,1,0,1,0,0,1,0,0
27,22112.77,7.021583,1,0,0,0,0,1,1,0,1,0,0,0
61,82071.68,11.0988,0,0,0,0,0,1,1,0,1,0,0,0
24,26287.15,5.859626,1,0,1,0,1,0,1,0,1,1,0,0
49,92969.94,7.877643,1,0,1,0,0,1,1,0,0,0,0,0
57,58610.33,11.11999,1,0,1,0,1,0,1,0,0,1,0,0
46,37065.62,16.36195,1,0,0,0,0,0,1,0,0,0,1,0
68,14441.87,7.775552,0,1,1,0,0,1,1,0,1,1,0,0
44,28619.23,9.704564,0,0,0,1,1,0,1,1,1,0,0,0
38,84731.3,9.954496,0,1,0,1,0,0,1,0,0,0,1,0
23,68281.26,6.468432,1,0,0,0,1,0,1,1,1,0,1,0
25,15959.11,5.730845,0,1,1,0,0,0,1,0,0,1,1,0
48,14980.76,8.544211,1,0,0,0,0,0,1,0,0,1,0,0
40,17597.41,9.867683,0,0,1,0,0,1,1,0,0,1,0,0
59,19607.16,11.3974,1,0,1,0,0,1,1,0,0,1,1,0
21,20977.35,4.85258,1,0,0,1,1,0,1,0,0,1,0,0
47,57304.51,9.880673,0,0,0,0,1,0,1,0,0,0,0,0
51,81195.17,5.569496,1,0,0,1,0,1,1,1,0,0,1,0
51,19119.85,14.57287,0,0,0,0,1,0,1,0,1,1,0,0
20,146719.5,11.30121,0,0,0,0,0,0,1,0,0,1,1,0
35,58175.44,10.70375,1,0,1,0,1,0,1,1,0,0,1,0
36,47553.76,10.35157,0,0,1,0,0,1,1,1,0,0,0,0
77,24188.94,15.07977,1,0,1,0,0,0,1,1,1,0,0,0
82,14510.63,11.54422,0,0,0,0,0,0,1,0,1,1,0,1
